BSE_Code,Company_Name,BSE_Verified,NSE_Code,Sector,Industry
532644,J.K. CEMENT LTD,532644,JKCEMENT,Commodities,Construction Materials
532478,United Breweries Ltd.,532478,UBL,Fast Moving Consumer Goods,Fast Moving Consumer Goods
532522,PETRONET LNG LTD.,532522,PETRONET,Energy,"Oil, Gas & Consumable Fuels"
500660,GlaxoSmithkline Pharmaceuticals Ltd.,500660,GLAXO,Healthcare,Healthcare
517569,KEI Industries Ltd.,517569,KEI,Industrials,Capital Goods
540115,L&T Technology Services Limited,540115,LTTS,Information Technology,Information Technology
540530,Housing &Urban Development Corporation Ltd.,540530,HUDCO,Financial Services,Financial Services
532830,ASTRAL LIMITED,532830,ASTRAL,Industrials,Capital Goods
540678,Cochin Shipyard Limited,540678,COCHINSHIP,Industrials,Capital Goods
532497,Radico Khaitan Ltd.,532497,RADICO,Fast Moving Consumer Goods,Fast Moving Consumer Goods
532827,Page Industries Ltd.,532827,PAGEIND,Consumer Discretionary,Textiles
544238,Premier Energies Limited,544238,PREMIERENE,Industrials,Capital Goods
500495,Escorts Kubota Limited,500495,ESCORTS,Industrials,Capital Goods
544597,Piramal Finance Limited,544597,PIRAMALFIN,Financial Services,Financial Services
523395,3M India Ltd.,523395,3MINDIA,Diversified,Diversified
531344,Container Corporation Of India Ltd.,531344,CONCOR,Services,Services
500459,Procter & Gamble Hygiene & Health Care Ltd.,500459,PGHH,Fast Moving Consumer Goods,Fast Moving Consumer Goods
544325,ITC Hotels Limited,544325,ITCHOTELS,Consumer Discretionary,Consumer Services
542216,DALMIA BHARAT LIMITED,542216,DALBHARAT,Commodities,Construction Materials
532259,Apar Industries Ltd,532259,APARINDS,Industrials,Capital Goods
544362,Hexaware Technologies Limited,544362,HEXT,Information Technology,Information Technology
500411,Thermax Ltd.,500411,THERMAX,Industrials,Capital Goods
544449,Anthem Biosciences Limited,544449,ANTHEM,Healthcare,Healthcare
542812,Gujarat Fluorochemicals Limited,542812,FLUOROCHEM,Commodities,Chemicals
524494,Ipca Laboratories Ltd.,524494,IPCALAB,Healthcare,Healthcare
539551,Narayana Hrudayalaya Limited,539551,NH,Healthcare,Healthcare
500067,Blue Star Ltd,500067,BLUESTARCO,Consumer Discretionary,Consumer Durables
544026,Indian Renewable Energy Development Agency Limited,544026,IREDA,Financial Services,Financial Services
500163,Godfrey Phillips India Ltd.,500163,GODFRYPHLP,Fast Moving Consumer Goods,Fast Moving Consumer Goods
524000,POONAWALLA FINCORP LIMITED,524000,POONAWALLA,Financial Services,Financial Services
513683,NLC India Limited,513683,NLCINDIA,Utilities,Power
532505,UCO Bank,532505,UCOBANK,Financial Services,Financial Services
532683,AIA Engineering Ltd.,532683,AIAENG,Industrials,Capital Goods
540153,Endurance Technologies Limited,540153,ENDURANCE,Consumer Discretionary,Automobile and Auto Components
533155,Jubilant Foodworks Limited,533155,JUBLFOOD,Consumer Discretionary,Consumer Services
532331,Ajanta Pharma Ltd.,532331,AJANTPHARM,Healthcare,Healthcare
501301,Tata Investment Corporation Ltd.,501301,TATAINVEST,Financial Services,Financial Services
532885,Central Bank of India,532885,CENTRALBK,Financial Services,Financial Services
500164,Godrej Industries Ltd.,500164,GODREJIND,Diversified,Diversified
540975,Aster DM Healthcare Limited,540975,ASTERDM,Healthcare,Healthcare
544609,Physicswallah Limited,544609,PWL,Consumer Discretionary,Consumer Services
500092,CRISIL Ltd.,500092,CRISIL,Financial Services,Financial Services
504973,CHOLAMANDALAM FINANCIAL HOLDINGS LIMITED,504973,CHOLAHLDNG,Financial Services,Financial Services
532889,K.P.R. Mill Ltd.,532889,KPRMILL,Consumer Discretionary,Textiles
543529,Delhivery Limited,543529,DELHIVERY,Services,Services
543300,Sona BLW Precision Forgings Limited,543300,SONACOMS,Consumer Discretionary,Automobile and Auto Components
532504,Navin Fluorine International Limited,532504,NAVINFLUOR,Commodities,Chemicals
544179,Go Digit General Insurance Limited,544179,GODIGIT,Financial Services,Financial Services
500410,ACC Ltd,500410,ACC,Commodities,Construction Materials
500408,Tata Elxsi Ltd,500408,TATAELXSI,Information Technology,Information Technology
543654,Global Health Limited,543654,MEDANTA,Healthcare,Healthcare
500877,Apollo Tyres Ltd,500877,APOLLOTYRE,Consumer Discretionary,Automobile and Auto Components
506943,J.B. Chemicals & Pharmaceuticals Lt,506943,JBCHEPHARM,Healthcare,Healthcare
500109,Mangalore Refinery & Petrochemicals,500109,MRPL,Energy,"Oil, Gas & Consumable Fuels"
533206,SJVN LIMITED,533206,SJVN,Utilities,Power
520056,TVS Holdings Limited,520056,TVSHLTD,Financial Services,Financial Services
500086,Exide Industries Ltd.,500086,EXIDEIND,Consumer Discretionary,Automobile and Auto Components
500253,Lic Housing Finance Ltd.,500253,LICHSGFIN,Financial Services,Financial Services
543426,Metro Brands Limited,543426,METROBRAND,Consumer Discretionary,Consumer Durables
543498,Motherson Sumi Wiring India Limited,543498,MSUMI,Consumer Discretionary,Automobile and Auto Components
543245, Gland Pharma Limited,543245,GLAND,Healthcare,Healthcare
542011,Garden Reach Shipbuilders & Engineers Limited,542011,GRSE,Industrials,Capital Goods
517174,Honeywell Automation India Ltd.,517174,HONAUT,Industrials,Capital Goods
543664,KAYNES TECHNOLOGY INDIA LIMITED,543664,KAYNES,Industrials,Capital Goods
543458,AWL AGRI BUSINESS LIMITED,543458,AWL,Fast Moving Consumer Goods,Fast Moving Consumer Goods
544210,Emcure Pharmaceuticals Limited,544210,EMCURE,Healthcare,Healthcare
523610,ITI Limited (Indian Teleph.Ind.Ltd),523610,ITI,Telecommunication,Telecommunication
543412,Star Health and Allied Insurance Company Limited,543412,STARHEALTH,Financial Services,Financial Services
534309,NBCC (India) Limited,534309,NBCC,Industrials,Construction
544397,Ather Energy Limited,544397,ATHERENERG,Consumer Discretionary,Automobile and Auto Components
533023,ZF Commercial Vehicle Control Systems India Limited,533023,ZFCVINDIA,Consumer Discretionary,Automobile and Auto Components
539336,Gujarat Gas Limited,539336,GUJENERGY,Energy,"Oil, Gas & Consumable Fuels"
544309,INVENTURUS KNOWLEDGE SOLUTIONS LIMITED,544309,IKS,Information Technology,Information Technology
542651,KPIT Technologies Ltd,542651,KPITTECH,Information Technology,Information Technology
507815,Gillette India Ltd.,507815,GILLETTE,Fast Moving Consumer Goods,Fast Moving Consumer Goods
543308,Krishna Institute of Medical Sciences Limited,543308,KIMS,Healthcare,Healthcare
500033,Force Motors Limited,500033,FORCEMOT,Consumer Discretionary,Automobile and Auto Components
539006,PTC Industries Ltd.,539006,PTCIL,Industrials,Capital Goods
543415,Anand Rathi Wealth Limited,543415,ANANDRATHI,Financial Services,Financial Services
532947,IRB Infrastructure Developers Limited,532947,IRB,Industrials,Construction
541153,Bandhan Bank Limited,541153,BANDHANBNK,Financial Services,Financial Services
540769,The New India Assurance Company Limited,540769,NIACL,Financial Services,Financial Services
544028,Tata Technologies Limited,544028,TATATECH,Information Technology,Information Technology
532514,Indraprashtha Gas Ltd.,532514,IGL,Energy,"Oil, Gas & Consumable Fuels"
544407,AEGIS VOPAK TERMINALS LIMITED,544407,AEGISVOPAK,Energy,"Oil, Gas & Consumable Fuels"
500003,Aegis Logistics Ltd.,500003,AEGISLOG,Energy,"Oil, Gas & Consumable Fuels"
543988,Nuvama Wealth Management Limited,543988,NUVAMA,Financial Services,Financial Services
500260,The Ramco Cements Limited,500260,RAMCOCEM,Commodities,Construction Materials
543374,Aditya Birla Sun Life AMC Limited,543374,ABSLAMC,Financial Services,Financial Services
540902,Amber Enterprises India Limited,540902,AMBER,Consumer Discretionary,Consumer Durables
544606,Pine Labs Limited,544606,PINELABS,Financial Services,Financial Services
531213,Manappuram Finance Limited,531213,MANAPPURAM,Financial Services,Financial Services
539524,Dr. Lal Pathlabs Limited,539524,LALPATHLAB,Healthcare,Healthcare
522113,Timken India Ltd,522113,TIMKEN,Industrials,Capital Goods
515030,Asahi India Glass Ltd.,515030,ASAHIINDIA,Consumer Discretionary,Automobile and Auto Components
543235,ANGEL ONE LIMITED,543235,ANGELONE,Financial Services,Financial Services
500184,Himadri Speciality Chemical Ltd.,500184,HSCL,Commodities,Chemicals
543299,Shyam Metalics and Energy Limited,543299,SHYAMMETL,Industrials,Capital Goods
540173,PNB Housing Finance Limited,540173,PNBHOUSING,Financial Services,Financial Services
532733,SUN TV NETWORK LIMITED,532733,SUNTV,Consumer Discretionary,"Media, Entertainment & Publication"
532144,Welspun Corp Limited,532144,WELCORP,Industrials,Capital Goods
532636,IIFL FINANCE LIMITED ,532636,IIFL,Financial Services,Financial Services
500680,Pfizer Ltd.,500680,PFIZER,Healthcare,Healthcare
542752,AFFLE 3I LIMITED,542752,AFFLE,Information Technology,Information Technology
517271,HBL ENGINEERING LIMITED,517271,HBLENGINE,Industrials,Capital Goods
532300,Wockhardt Ltd,532300,WOCKPHARMA,Healthcare,Healthcare
543635,PIRAMAL PHARMA LIMITED,543635,PPLPHARMA,Healthcare,Healthcare
544282,Sagility Limited,544282,SAGILITY,Information Technology,Information Technology
540680,KIOCL Limited,540680,KIOCL,Commodities,Metals & Mining
506820,AstraZeneca Pharma India Ltd.,506820,ASTRAZEN,Healthcare,Healthcare
506401,Deepak Nitrite Limited,506401,DEEPAKNTR,Commodities,Chemicals
500084,CESC Limited,500084,CESC,Utilities,Power
542920,SUMITOMO CHEMICAL INDIA LIMITED,542920,SUMICHEM,Commodities,Chemicals
531531,Hatsun Agro Products Ltd.,531531,HATSUN,Fast Moving Consumer Goods,Fast Moving Consumer Goods
500840,EIH Ltd,500840,EIHOTEL,Consumer Discretionary,Consumer Services
544612,Tenneco Clean Air India Limited,544612,TENNIND,Consumer Discretionary,Automobile and Auto Components
531162,Emami Ltd,531162,EMAMILTD,Fast Moving Consumer Goods,Fast Moving Consumer Goods
539268,Syngene International Limited,539268,SYNGENE,Healthcare,Healthcare
544176,Aadhar Housing Finance Limited,544176,AADHARHFC,Financial Services,Financial Services
506285,Bayer CropScience Limited.,506285,BAYERCROP,Commodities,Chemicals
541770,CreditAccess Grameen Ltd.,541770,CREDITACC,Financial Services,Financial Services
532809,Firstsource Solutions Ltd.,532809,FSL,Services,Services
532805,Redington Limited,532805,REDINGTON,Services,Services
532210,City Union Bank Ltd,532210,CUB,Financial Services,Financial Services
522287,KALPATARU PROJECTS INTERNATIONAL LIMITED,522287,KPIL,Industrials,Construction
540596,Eris Lifesciences Limited,540596,ERIS,Healthcare,Healthcare
544467,National Securities Depository Limited,544467,,Financial Services,Financial Services
544081,Jyoti CNC Automation Limited,544081,JYOTICNC,Industrials,Capital Goods
532929,Brigade Enterprises Limited,532929,BRIGADE,Consumer Discretionary,Realty
534139,SCHNEIDER ELECTRIC INFRASTRUCTURE LIMITED,534139,SCHNEIDER,Industrials,Capital Goods
544306,Sai Life Sciences Limited,544306,SAILIFE,Healthcare,Healthcare
544466,Aditya Infotech Limited,544466,CPPLUS,Industrials,Capital Goods
515055,Anant Raj Limited,515055,ANANTRAJ,Consumer Discretionary,Realty
540065,RBL Bank Limited,540065,RBLBANK,Financial Services,Financial Services
539083,Inox Wind Limited,539083,INOXWIND,Industrials,Capital Goods
533295,PUNJAB & SIND BANK,533295,PSB,Financial Services,Financial Services
543945,NETWEB TECHNOLOGIES INDIA LIMITED,543945,NETWEB,Information Technology,Information Technology
532642,JSW Holdings Limited,532642,JSWHL,Financial Services,Financial Services
500403,Sundram Fasteners Ltd.,500403,SUNDRMFAST,Consumer Discretionary,Automobile and Auto Components
500770,Tata Chemicals Ltd,500770,TATACHEM,Commodities,Chemicals
544515,Urban Company Limited,544515,URBANCO,Consumer Discretionary,Consumer Services
532927,eClerx Services Limited,532927,ECLERX,Services,Services
533293,Kirloskar Oil Engines Limited,533293,KIRLOSENG,Industrials,Capital Goods
524558,Neuland Laboratories Limited.,524558,NEULANDLAB,Healthcare,Healthcare
500870,Castrol India Ltd,500870,CASTROLIND,Energy,"Oil, Gas & Consumable Fuels"
532748,Prime Focus Limited,532748,PFOCUS,Consumer Discretionary,"Media, Entertainment & Publication"
542399,Chalet Hotels Limited,542399,CHALET,Consumer Discretionary,Consumer Services
504614,Sarda Energy & Minerals Ltd,504614,SARDAEN,Commodities,Metals & Mining
532181,Gujarat Mineral Development Corpora,532181,GMDCLTD,Commodities,Metals & Mining
500620,Great Eastern Shipping Co. Ltd.,500620,GESHIP,Services,Services
500027,Atul Limited.,500027,ATUL,Commodities,Chemicals
523367,DCM Shriram Limited,523367,DCMSHRIRAM,Diversified,Diversified
543232,Computer Age Management Services Limited,543232,CAMS,Financial Services,Financial Services
500085,Chambal Fertilisers & Chemicals Ltd,500085,CHAMBLFERT,Commodities,Chemicals
544292,Onesource Specialty Pharma Limited,544292,ONESOURCE,Healthcare,Healthcare
532734,GODAWARI POWER AND ISPAT LTD.,532734,GPIL,Industrials,Capital Goods
543276,Craftsman Automation Limited,543276,CRAFTSMAN,Consumer Discretionary,Automobile and Auto Components
543720,KFin Technologies Limited,543720,KFINTECH,Financial Services,Financial Services
506076,Grindwell Norton Ltd.,506076,GRINDWELL,Industrials,Capital Goods
500165,Kansai Nerolac Paints,500165,KANSAINER,Consumer Discretionary,Consumer Durables
531595,Capri Global Capital Limited,531595,CGCL,Financial Services,Financial Services
532714,KEC International Ltd.,532714,KEC,Industrials,Construction
532548,Century Plyboards (India) Ltd.,532548,CENTURYPLY,Consumer Discretionary,Consumer Durables
543653,Bikaji Foods International Limited,543653,BIKAJI,Fast Moving Consumer Goods,Fast Moving Consumer Goods
543064,Cohance Lifesciences Limited,543064,COHANCE,Healthcare,Healthcare
532756,CIE Automotive India Limited,532756,CIEINDIA,Consumer Discretionary,Automobile and Auto Components
524816,Natco Pharma Ltd.,524816,NATCOPHARM,Healthcare,Healthcare
543428,Data Patterns (India) Limited,543428,DATAPATTNS,Industrials,Capital Goods
500125,E.I.D. Parry (India) Ltd.,500125,EIDPARRY,Fast Moving Consumer Goods,Fast Moving Consumer Goods
500040,ADITYA BIRLA REAL ESTATE LIMITED,500040,ABREL,Consumer Discretionary,Realty
544480,JSW CEMENT LIMITED,544480,JSWCEMENT,Commodities,Construction Materials
539876,Crompton Greaves Consumer Electricals Limited,539876,CROMPTON,Consumer Discretionary,Consumer Durables
500042,BASF India Ltd,500042,BASF,Commodities,Chemicals
544321,Ventive Hospitality Limited,544321,VENTIVE,Consumer Discretionary,Consumer Services
500233,Kajaria Ceramics Ltd,500233,KAJARIACER,Consumer Discretionary,Consumer Durables
532702,Gujarat State Petronet Ltd.,532702,GSPL,Energy,"Oil, Gas & Consumable Fuels"
520111,Ratnamani Metals & Tubes Ltd,520111,RATNAMANI,Industrials,Capital Goods
544678,BHARAT COKING COAL LIMITED,544678,BHARATCOAL,Energy,"Oil, Gas & Consumable Fuels"
533655,Triveni Turbine Limited,533655,TRITURBINE,Industrials,Capital Goods
543349,ACUTAAS CHEMICALS LIMITED,543349,ACUTAAS,Healthcare,Healthcare
513023,NAVA LIMITED,513023,NAVA,Utilities,Power
543981,R R KABEL LIMITED,543981,RRKABEL,Industrials,Capital Goods
531768,Poly Medicure Ltd,531768,POLYMED,Healthcare,Healthcare
544443,TRAVEL FOOD SERVICES LIMITED,544443,TRAVELFOOD,Consumer Discretionary,Consumer Services
513375,Carborundum Universal Ltd.,513375,CARBORUNIV,Industrials,Capital Goods
533581,PG Electroplast Limited,533581,PGEL,Consumer Discretionary,Consumer Durables
531358,Choice International Ltd,531358,CHOICEIN,Financial Services,Financial Services
544405,BELRISE INDUSTRIES LIMITED,544405,BELRISE,Consumer Discretionary,Automobile and Auto Components
500008,Amara Raja Energy & Mobility Limited,500008,ARE&,Consumer Discretionary,Automobile and Auto Components
500252,LMW Limited,500252,LMW,Industrials,Capital Goods
533573,ALEMBIC PHARMACEUTICALS LIMITED,533573,APLLTD,Healthcare,Healthcare
543330,Devyani International Limited,543330,DEVYANI,Consumer Discretionary,Consumer Services
530019,JUBILANT PHARMOVA LIMITED,530019,JUBLPHARMA,Healthcare,Healthcare
544174,TBO TEK LIMITED,544174,TBOTEK,Consumer Discretionary,Consumer Services
522074,Elgi Equipments Ltd.,522074,ELGIEQUIP,Industrials,Capital Goods
524200,Vinati Organics Ltd.,524200,VINATIORGA,Commodities,Chemicals
543573,Syrma SGS Technology Limited,543573,SYRMA,Industrials,Capital Goods
500266,Maharashtra Scooters Ltd.,500266,MAHSCOOTER,Financial Services,Financial Services
532784,Sobha Limited,532784,SOBHA,Consumer Discretionary,Realty
500878,Ceat Ltd.,500878,CEATLTD,Consumer Discretionary,Automobile and Auto Components
544225,Ola Electric Mobility Limited,544225,OLAELEC,Consumer Discretionary,Automobile and Auto Components
544203,Allied Blenders and Distillers Limited,544203,ABDL,Fast Moving Consumer Goods,Fast Moving Consumer Goods
544350,Dr. Agarwal's Health Care Limited,544350,AGARWALEYE,Healthcare,Healthcare
500106,IFCI Ltd.,500106,IFCI,Financial Services,Financial Services
544608,Emmvee Photovoltaic Power Limited,544608,EMMVEE,Industrials,Capital Goods
544283,ACME Solar Holdings Limited,544283,ACMESOLAR,Utilities,Power
544045,DOMS Industries Limited,544045,DOMS,Fast Moving Consumer Goods,Fast Moving Consumer Goods
504067,Zensar Technologies Ltd.,504067,ZENSARTECH,Information Technology,Information Technology
524208,Aarti Industries Ltd,524208,AARTIIND,Commodities,Chemicals
500645,Deepak Fertilizers &Petrochemicals,500645,DEEPAKFERT,Commodities,Chemicals
543663,Five-Star Business Finance Ltd.,543663,FIVESTAR,Financial Services,Financial Services
500048,BEML Ltd,500048,BEML,Industrials,Capital Goods
544700,Fractal Analytics Limited,544700,FRACTAL,Information Technology,Information Technology
532953,V-Guard Industries Ltd.,532953,VGUARD,Consumer Discretionary,Consumer Durables
532726,GALLANTT ISPAT LIMITED,532726,GALLANTT,Industrials,Capital Goods
532482,Granules India Ltd.,532482,GRANULES,Healthcare,Healthcare
543275,Anupam Rasayan India Limited,543275,ANURAS,Commodities,Chemicals
504346,RRP SEMICONDUCTOR LIMITED,504346,,Financial Services,Financial Services
541956,IRCON International Ltd,541956,IRCON,Industrials,Construction
544311,International Gemological Institute Limited,544311,IGIL,Services,Services
544408,Leela Palaces Hotels & Resorts Limited,544408,THELEELA,Consumer Discretionary,Consumer Services
544537,Jain Resource Recycling Limited,544537,JAINREC,Commodities,Metals & Mining
505714,Gabriel India Ltd.,505714,GABRIEL,Consumer Discretionary,Automobile and Auto Components
500710,JSW Dulux Limited,500710,JSWDULUX,Consumer Discretionary,Consumer Durables
512573,Avanti Feeds ltd.,512573,AVANTIFEED,Fast Moving Consumer Goods,Fast Moving Consumer Goods
502986,Vardhman Textiles Limted,502986,VTL,Consumer Discretionary,Textiles
544226,Brainbees Solutions Limited,544226,FIRSTCRY,Consumer Discretionary,Consumer Services
500110,Chennai Petroleum Corporation Ltd.,500110,CHENNPETRO,Energy,"Oil, Gas & Consumable Fuels"
544286,NIVA BUPA HEALTH INSURANCE COMPANY LIMITED,544286,NIVABUPA,Financial Services,Financial Services
531335,Zydus Wellness Limited,531335,ZYDUSWELL,Fast Moving Consumer Goods,Fast Moving Consumer Goods
532605,JBM Auto Limited,532605,JBMA,Consumer Discretionary,Automobile and Auto Components
544403,Aditya Birla Lifestyle Brands Limited,544403,ABLBL,Consumer Discretionary,Consumer Services
532783,LT Foods Limited,532783,LTFOODS,Fast Moving Consumer Goods,Fast Moving Consumer Goods
524742,Caplin Point Laboratories Ltd.,524742,CAPLIPOINT,Healthcare,Healthcare
543238,UTI Asset Management Company Limited,543238,UTIAMC,Financial Services,Financial Services
543990,SIGNATUREGLOBAL (INDIA) LIMITED,543990,SIGNATURE,Consumer Discretionary,Realty
519600,CCL Products (India) Ltd.,519600,CCL,Fast Moving Consumer Goods,Fast Moving Consumer Goods
541557,Fine Organic Industries Limited,541557,FINEORG,Commodities,Chemicals
500249,KSB LIMITED,500249,KSB,Industrials,Capital Goods
538962,Minda Corporation Limited,538962,MINDACORP,Consumer Discretionary,Automobile and Auto Components
521064,Trident Ltd,521064,TRIDENT,Consumer Discretionary,Textiles
544344,SHRIRAM PISTONS & RINGS LTD,544344,SHRIPISTON,Consumer Discretionary,Automobile and Auto Components
542726,IndiaMART InterMESH Limited,542726,INDIAMART,Consumer Discretionary,Consumer Services
544583,Canara HSBC Life Insurance Company Limited,544583,CANHLIFE,Financial Services,Financial Services
530007,JK Tyre & Industries Ltd.,530007,JKTYRE,Consumer Discretionary,Automobile and Auto Components
517146,Usha Martin Ltd.,517146,USHAMART,Industrials,Capital Goods
543530,Paradeep Phosphates Limited,543530,PARADEEP,Commodities,Chemicals
526612,Blue Dart Express Ltd.,526612,BLUEDART,Services,Services
543960,Concord Biotech Limited,543960,CONCORDBIO,Healthcare,Healthcare
523405,JM Financial Limited,523405,JMFINANCIL,Financial Services,Financial Services
543413,Tega Industries Limited,543413,TEGA,Industrials,Capital Goods
543335,Aptus Value Housing Finance India Limited,543335,APTUS,Financial Services,Financial Services
542141,Techno Electric & Engineering Company Limited,542141,TECHNOE,Industrials,Construction
543534,Aether Industries Limited,543534,AETHER,Commodities,Chemicals
544280,Afcons Infrastructure Limited,544280,AFCONS,Industrials,Construction
500241,Kirloskar Brothers Ltd.,500241,KIRLOSBROS,Industrials,Capital Goods
530005,India Cements Ltd.,530005,INDIACEM,Commodities,Construction Materials
532939,Reliance Power Limited,532939,RPOWER,Utilities,Power
543524,Rainbow Children's Medicare Limited,543524,RAINBOW,Healthcare,Healthcare
503310,Swan Corp Limited,503310,SWANCORP,Commodities,Chemicals
539533,ELITECON INTERNATIONAL LIMITED,539533,ELITECON,Fast Moving Consumer Goods,Fast Moving Consumer Goods
535789,Sammaan Capital Limited,535789,SAMMAANCAP,Financial Services,Financial Services
533339,Zen Technologies Ltd.,533339,ZENTEC,Industrials,Capital Goods
533553,TD Power Systems Ltd,533553,TDPOWERSYS,Industrials,Capital Goods
514162,WELSPUN LIVING LIMITED,514162,WELSPUNLIV,Consumer Discretionary,Textiles
533272,JUPITER WAGONS LIMITED,533272,JWL,Industrials,Capital Goods
500144,Finolex Cables Ltd.,500144,FINCABLES,Industrials,Capital Goods
500405,Supreme Petrochem Ltd.,500405,SPLPETRO,Commodities,Chemicals
544739,Central Mine Planning & Design Institute Limited,544739,CMPDI,Industrials,Construction
509488,Graphite India Ltd.,509488,GRAPHITE,Industrials,Capital Goods
533282,GRAVITA INDIA LIMITED,533282,GRAVITA,Commodities,Metals & Mining
543358,Sansera Engineering Limited,543358,SANSERA,Consumer Discretionary,Automobile and Auto Components
532209,Jammu and Kashmir Bank Ltd.,532209,J&,Financial Services,Financial Services
544578,RUBICON RESEARCH LIMITED,544578,RUBICON,Healthcare,Healthcare
543463,Vedant Fashions Limited,543463,MANYAVAR,Consumer Discretionary,Consumer Services
544572,SKF INDIA (INDUSTRIAL) LIMITED,544572,SKFINDUS,Industrials,Capital Goods
501425,The Bombay Burmah Trading Corporation Ltd.,501425,BBTC,Fast Moving Consumer Goods,Fast Moving Consumer Goods
540073,BLS International Services Ltd,540073,BLS,Consumer Discretionary,Consumer Services
538835,INTELLECT DESIGN ARENA LIMITED,538835,INTELLECT,Information Technology,Information Technology
543334,Nuvoco Vistas Corporation Limited,543334,NUVOCO,Commodities,Construction Materials
543768,NMDC Steel Limited,543768,NSLNISP,Commodities,Metals & Mining
544172,Indegene Limited,544172,INDGN,Healthcare,Healthcare
500238,Whirlpool of India Ltd,500238,WHIRLPOOL,Consumer Discretionary,Consumer Durables
540750,Indian Energy Exchange Limited,540750,IEX,Financial Services,Financial Services
509496,Cemindia Projects Limited,509496,CEMPRO,Industrials,Construction
511196,Can Fin Homes Ltd.,511196,CANFINHOME,Financial Services,Financial Services
530117,PRIVI SPECIALITY CHEMICALS LIMITED,530117,PRIVISCL,Commodities,Chemicals
500378,Jindal Saw Ltd.,500378,JINDALSAW,Industrials,Capital Goods
500210,Ingersoll-Rand (India) Ltd.,500210,INGERRAND,Industrials,Capital Goods
543259,Home First Finance Company India Limited,543259,HOMEFIRST,Financial Services,Financial Services
532175,Cyient Limited,532175,CYIENT,Information Technology,Information Technology
532627,Jaiprakash Power Ventures Limited,532627,JPPOWER,Utilities,Power
506590,PCBL Chemical Limited,506590,PCBL,Commodities,Chemicals
543322,ALIVUS LIFE SCIENCES LIMITED,543322,ALIVUS,Healthcare,Healthcare
543333,CarTrade Tech Limited,543333,CARTRADE,Consumer Discretionary,Consumer Services
532178,Engineers India Ltd.,532178,ENGINERSIN,Industrials,Construction
523598,Shipping Corporation Of India Ltd,523598,SCI,Services,Services
544288,BlackBuck Limited,544288,BLACKBUCK,Services,Services
540743,Godrej Agrovet Limited,540743,GODREJAGRO,Fast Moving Consumer Goods,Fast Moving Consumer Goods
530843,Cupid Limited,530843,CUPID,Fast Moving Consumer Goods,Fast Moving Consumer Goods
532400,BIRLASOFT LIMITED,532400,BSOFT,Information Technology,Information Technology
541988,AAVAS Financiers Limited,541988,AAVAS,Financial Services,Financial Services
500043,Bata India Limited,500043,BATAINDIA,Consumer Discretionary,Consumer Durables
544012,Cello World Limited,544012,CELLO,Consumer Discretionary,Consumer Durables
539957,Mahanagar Gas Limited,539957,MGL,Energy,"Oil, Gas & Consumable Fuels"
542904,Ujjivan Small Finance Bank Limited,542904,UJJIVANSFB,Financial Services,Financial Services
500183,HFCL LIMITED,500183,HFCL,Telecommunication,Telecommunication
533158,Thangamayil Jewellery Limited,533158,THANGAMAYL,Consumer Discretionary,Consumer Durables
500940,Finolex Industries Ltd.,500940,FINPIPE,Industrials,Capital Goods
544057,Happy Forgings Limited,544057,HAPPYFORGE,Industrials,Capital Goods
543959,SBFC Finance Limited,543959,SBFC,Financial Services,Financial Services
544046,INOX India Limited,544046,INOXINDIA,Industrials,Capital Goods
532762,Action Construction Equipments Ltd.,532762,ACE,Industrials,Capital Goods
541556,RITES Limited,541556,RITES,Industrials,Construction
509631,HEG Ltd.,509631,HEG,Industrials,Capital Goods
541233,Lemon Tree Hotels Limited,541233,LEMONTREE,Consumer Discretionary,Consumer Services
544717,Clean Max Enviro Energy Solutions Limited,544717,CLEANMAX,Utilities,Power
544061,Azad Engineering Limited,544061,AZAD,Industrials,Capital Goods
532796,Lumax Auto Technologies Ltd.,532796,LUMAXTECH,Consumer Discretionary,Automobile and Auto Components
532922,Edelweiss Financial Services Ltd.,532922,EDELWEISS,Financial Services,Financial Services
543265,RailTel Corporation of India Limited,543265,RAILTEL,Telecommunication,Telecommunication
543482,Eureka Forbes Limited,543482,EUREKAFORB,Consumer Discretionary,Consumer Durables
543271,Jubilant Ingrevia Limited,543271,JUBLINGREA,Commodities,Chemicals
532966,TITAGARH RAIL SYSTEMS LIMITED,532966,TITAGARH,Industrials,Capital Goods
532218,South Indian Bank Ltd.,532218,SOUTHBANK,Financial Services,Financial Services
543527,Prudent Corporate Advisory Services Limited,543527,PRUDENT,Financial Services,Financial Services
544250,Sanofi Consumer Healthcare India Limited,544250,SANOFICONR,Healthcare,Healthcare
504918,Sandur Manganese & Iron Ores Ltd.,504918,SANDUMA,Commodities,Metals & Mining
543350,Vijaya Diagnostic Centre Limited,543350,VIJAYA,Healthcare,Healthcare
501423,Shaily Engineering Plastics Ltd.,501423,SHAILY,Consumer Discretionary,Consumer Durables
505700,Elecon Engineering Co.Ltd.,505700,ELECON,Industrials,Capital Goods
532689,PVR INOX LIMITED,532689,PVRINOX,Consumer Discretionary,"Media, Entertainment & Publication"
534618,WAAREE RENEWABLE TECHNOLOGIES LIMITED,534618,WAAREERTL,Industrials,Capital Goods
543427,Medplus Health Services Limited,543427,MEDPLUS,Consumer Discretionary,Consumer Services
500294,NCC Limited,500294,NCC,Industrials,Construction
543270,MTAR Technologies Limited,543270,MTARTECH,Industrials,Capital Goods
