BSE_Code,Company_Name,BSE_Verified,NSE_Code,Sector,Industry
542773,IIFL CAPITAL SERVICES LIMITED,542773,IIFLCAPS,Financial Services,Financial Services
542650,Metropolis Healthcare Limited,542650,METROPOLIS,Healthcare,Healthcare
520113,Vesuvius India Ltd.,520113,VESUVIUS,Industrials,Capital Goods
507205,Tilaknagar Industries Ltd,507205,TI,Fast Moving Consumer Goods,Fast Moving Consumer Goods
532527,ramkrishna forgings Ltd.,532527,RKFORGE,Consumer Discretionary,Automobile and Auto Components
543280,Nazara Technologies Limited,543280,NAZARA,Consumer Discretionary,"Media, Entertainment & Publication"
532926,JYOTHY LABS LIMITED,532926,JYOTHYLAB,Fast Moving Consumer Goods,Fast Moving Consumer Goods
544634,Aequs Limited,544634,AEQUS,Industrials,Capital Goods
523025,Safari Industries (India) Ltd.,523025,SAFARI,Consumer Discretionary,Consumer Durables
544014,Honasa Consumer Limited,544014,HONASA,Fast Moving Consumer Goods,Fast Moving Consumer Goods
532439,OLECTRA GREENTECH LIMITED,532439,OLECTRA,Consumer Discretionary,Automobile and Auto Components
540900,Newgen Software Technologies Limited,540900,NEWGEN,Information Technology,Information Technology
543317,G R Infraprojects Limited,543317,GRINFRA,Industrials,Construction
544644,Corona Remedies Limited ,544644,CORONA,Healthcare,Healthcare
543596,Tamilnad Mercantile Bank Limited,543596,TMB,Financial Services,Financial Services
500038,Balrampur Chini Mills Ltd.,500038,BALRAMCHIN,Fast Moving Consumer Goods,Fast Moving Consumer Goods
500039,Banco Products (India) Ltd.,500039,BANCOINDIA,Consumer Discretionary,Automobile and Auto Components
513377,MMTC Ltd.,513377,MMTC,Services,Services
532493,Astra Microwave Products Ltd.,532493,ASTRAMICRO,Industrials,Capital Goods
500674,Sanofi India Ltd,500674,SANOFI,Healthcare,Healthcare
544192,Le Travenues Technology Limited,544192,IXIGO,Consumer Discretionary,Consumer Services
532856,Time Technoplast Limited,532856,TIMETECHNO,Industrials,Capital Goods
539787,HealthCare Global Enterprises Limited,539787,HCG,Healthcare,Healthcare
500101,Arvind Ltd.,500101,ARVIND,Consumer Discretionary,Textiles
500380,JK Lakshmi Cement Limited,500380,JKLAKSHMI,Commodities,Construction Materials
530517,Relaxo Footwears Ltd.,530517,RELAXO,Consumer Discretionary,Consumer Durables
500463,BLACK BOX LIMITED,500463,BBOX,Information Technology,Information Technology
534076,RHI MAGNESITA INDIA LIMITED,534076,RHIM,Industrials,Capital Goods
500126,PROCTER & GAMBLE HEALTH LIMITED,500126,PGHL,Healthcare,Healthcare
532371,Tata Teleservices (Maharashtra) Ltd.,532371,TTML,Telecommunication,Telecommunication
540575,Star Cement Limited,540575,STARCEMENT,Commodities,Construction Materials
544022,ASK Automotive Limited,544022,ASKAUTOLTD,Consumer Discretionary,Automobile and Auto Components
543980,Jupiter Life Line Hospitals Limited,543980,JLHL,Healthcare,Healthcare
500472,SKF India Ltd.,500472,SKFINDIA,Industrials,Capital Goods
541578,Varroc Engineering Limited,541578,VARROC,Consumer Discretionary,Automobile and Auto Components
543318,Clean Science and Technology Limited,543318,CLEAN,Commodities,Chemicals
532832,EMBASSY DEVELOPMENTS LIMITED,532832,EMBDL,Consumer Discretionary,Realty
538666,Sharda Cropchem Limited,538666,SHARDACROP,Commodities,Chemicals
532928,Transformers and Rectifiers (India) Limited,532928,TARIL,Industrials,Capital Goods
532468,Kama Holdings Limited,532468,KAMAHOLD,Financial Services,Financial Services
530343,Genus Power Infrastructures Ltd,530343,GENUSPOWER,Industrials,Capital Goods
500133,Esab India Ltd.,500133,ESABINDIA,Industrials,Capital Goods
532221,Sonata Software Ltd.,532221,SONATSOFTW,Information Technology,Information Technology
544044,India Shelter Finance Corporation Limited,544044,INDIASHLTR,Financial Services,Financial Services
533107,SWAN DEFENCE AND HEAVY INDUSTRIES LIMITED,533107,SWANDEF,Industrials,Capital Goods
535755,Aditya Birla Fashion and Retail Limited,535755,ABFRL,Consumer Discretionary,Consumer Services
540879,Apollo Micro Systems Limited,540879,APOLLO,Industrials,Capital Goods
500655,GARWARE HI-TECH FILMS LIMITED,500655,GRWRHITECH,Industrials,Capital Goods
505537,Zee Entertainment Enterprises Ltd.,505537,ZEEL,Consumer Discretionary,"Media, Entertainment & Publication"
544476,Jeena Sikho Lifecare Limited,544476,JSLL,Consumer Discretionary,Consumer Services
532757,VOLTAMP TRANSFORMERS LIMITED,532757,VOLTAMP,Industrials,Capital Goods
532531,STRIDES PHARMA SCIENCE LIMITED,532531,STAR,Healthcare,Healthcare
542323,KPI Green Energy Limited,542323,KPIGREEN,Utilities,Power
544595,Orkla India Limited,544595,ORKLAINDIA,Fast Moving Consumer Goods,Fast Moving Consumer Goods
505355,Nesco Ltd,505355,NESCO,Services,Services
533248,Gujarat Pipavav Port Limited,533248,GPPL,Services,Services
544488,Vikram Solar Limited,544488,VIKRAMSOLR,Industrials,Capital Goods
530813,KRBL Ltd.,530813,KRBL,Fast Moving Consumer Goods,Fast Moving Consumer Goods
543398,Latent View Analytics Limited,543398,LATENTVIEW,Information Technology,Information Technology
532356,Triveni Engineering & Industries Ltd,532356,TRIVENI,Fast Moving Consumer Goods,Fast Moving Consumer Goods
543490,GMR Power and Urban Infra Limited,543490,GMRP&,Utilities,Power
544256,P N GADGIL JEWELLERS LIMITED,544256,PNGJL,Consumer Discretionary,Consumer Durables
524404,Marksans Pharma Ltd.,524404,MARKSANS,Healthcare,Healthcare
544009,Blue Jet Healthcare Limited,544009,BLUEJET,Healthcare,Healthcare
533269,VA Tech Wabag Limited,533269,WABAG,Utilities,Utilities
544679,Amagi Media Labs Limited,544679,AMAGI,Information Technology,Information Technology
541974,Manorama Industries Limited,541974,MANORAMA,Fast Moving Consumer Goods,Fast Moving Consumer Goods
532349,Transport Corporation of India Ltd,532349,TCI,Services,Services
505533,WESTLIFE FOODWORLD LIMITED,505533,WESTLIFE,Consumer Discretionary,Consumer Services
506767,Alkyl Amines Chemicals Ltd.,506767,ALKYLAMINE,Commodities,Chemicals
532313,Mahindra Lifespace Developers Ltd.,532313,MAHLIFE,Consumer Discretionary,Realty
532652,Karnataka Bank Ltd.,532652,KTKBANK,Financial Services,Financial Services
500335,Birla Corporation Ltd.,500335,BIRLACORPN,Commodities,Construction Materials
543523,Campus Activewear Limited,543523,CAMPUS,Consumer Discretionary,Consumer Durables
517506,TTK Prestige Ltd.,517506,TTKPRESTIG,Consumer Discretionary,Consumer Durables
544645,PARK MEDI WORLD LIMITED,544645,PARKHOSPS,Healthcare,Healthcare
532915,Religare Enterprises Ltd,532915,RELIGARE,Financial Services,Financial Services
512463,LLOYDS ENTERPRISES LIMITED,512463,LLOYDSENT,Commodities,Metals & Mining
544527,Atlanta Electricals Limited,544527,ATLANTAELE,Industrials,Capital Goods
532867,V2 Retail Limited,532867,V2RETAIL,Consumer Discretionary,Consumer Services
522285,Jayaswal Neco Industries Ltd,522285,JAYNECOIND,Industrials,Capital Goods
531431,Shakti Pumps (India) Ltd.,531431,SHAKTIPUMP,Industrials,Capital Goods
544484,BlueStone Jewellery and Lifestyle Limited,544484,BLUESTONE,Consumer Discretionary,Consumer Durables
540595,Tejas Networks Limited,540595,TEJASNET,Telecommunication,Telecommunication
500265,Maharashtra Seamless Ltd.,500265,MAHSEAMLES,Industrials,Capital Goods
544317,Transrail Lighting Limited,544317,TRANSRAILL,Industrials,Capital Goods
521070,Alok Industries Ltd.,521070,ALOKINDS,Consumer Discretionary,Textiles
544570,WeWork India Management Limited,544570,WEWORK,Services,Services
533095,Bengal & Assam Company Limited,533095,BENGALASM,Financial Services,Financial Services
524230,Rashtriya Chemicals & Fertilizers Limited,524230,RCF,Commodities,Chemicals
540047,Dilip Buildcon Limited,540047,DBL,Industrials,Construction
505283,Kirloskar Pneumatic Co.Ltd.,505283,KIRLPNU,Industrials,Capital Goods
522163,Diamond Power Infrastructure Limited,522163,DIACABS,Industrials,Capital Goods
534809,PC JEWELLER LIMITED,534809,PCJEWELLER,Consumer Discretionary,Consumer Durables
544222,Akums Drugs and Pharmaceuticals Limited,544222,AKUMS,Healthcare,Healthcare
543425,C.E. Info Systems Limited,543425,MAPMYINDIA,Information Technology,Information Technology
540293,Pricol Limited,540293,PRICOLLTD,Consumer Discretionary,Automobile and Auto Components
500245,Kirloskar Ferrous Industries Ltd.,500245,KIRLFER,Commodities,Metals & Mining
544469,Sri Lotus Developers and Realty Limited,544469,LOTUSDEV,Consumer Discretionary,Realty
506655,Sudarshan Chemical Indus. Ltd.,506655,SUDARSCHEM,Commodities,Chemicals
532808,Pearl Global Industries Limited,532808,PGIL,Consumer Discretionary,Textiles
512529,VIYASH SCIENTIFIC LIMITED,512529,VIYASH,Healthcare,Healthcare
543243,Equitas Small Finance Bank Limited,543243,EQUITASBNK,Financial Services,Financial Services
532374,Sterlite Technologies Limited.,532374,STLTECH,Telecommunication,Telecommunication
544685,SHADOWFAX TECHNOLOGIES LIMITED,544685,SHADOWFAX,Services,Services
542867,CSB Bank Limited,542867,CSBBANK,Financial Services,Financial Services
543417,RateGain Travel Technologies Limited,543417,RATEGAIN,Information Technology,Information Technology
544723,SEDEMAC MECHATRONICS LIMITED,544723,SEDEMAC,Consumer Discretionary,Automobile and Auto Components
500123,Elantas Beck India Ltd,500123,ELANTAS,Commodities,Chemicals
533047,Indian Metals & Ferro Alloys Limited,533047,IMFA,Commodities,Metals & Mining
544619,Sudeep Pharma Limited,544619,SUDEEPPHRM,Healthcare,Healthcare
543532,ETHOS LIMITED,543532,ETHOSLTD,Consumer Discretionary,Consumer Durables
502219,BOROSIL RENEWABLES LIMITED,502219,BORORENEW,Industrials,Capital Goods
543667,INOX GREEN ENERGY SERVICES LIMITED,543667,INOXGREEN,Services,Services
543306,Dodla Dairy Limited,543306,DODLA,Fast Moving Consumer Goods,Fast Moving Consumer Goods
539302,Power Mech Projects Limited,539302,POWERMECH,Industrials,Construction
543657,Archean Chemical Industries Limited,543657,ACI,Commodities,Chemicals
500690,Gujarat State Fertilizers & Chem.Ltd,500690,GSFC,Commodities,Chemicals
532375,TIPS MUSIC LIMITED,532375,TIPSMUSIC,Consumer Discretionary,"Media, Entertainment & Publication"
500670,Gujarat Narmada Valley Fert.Co.Ltd,500670,GNFC,Commodities,Chemicals
543253,Mrs. Bectors Food Specialities Limited,543253,BECTORFOOD,Fast Moving Consumer Goods,Fast Moving Consumer Goods
543957,REDTAPE Limited,543957,REDTAPE,Consumer Discretionary,Consumer Durables
544423,Kalpataru Limited,544423,KALPATARU,Consumer Discretionary,Realty
532553,Welspun Enterprises Limited,532553,WELENT,Industrials,Construction
543397,Sapphire Foods India Limited,543397,SAPPHIRE,Consumer Discretionary,Consumer Services
532163,Saregama India Ltd.,532163,SAREGAMA,Consumer Discretionary,"Media, Entertainment & Publication"
540935,Galaxy Surfactants Limited,540935,GALAXYSURF,Commodities,Chemicals
539871,Thyrocare Technologies Limited,539871,THYROCARE,Healthcare,Healthcare
544008,Max Estates Limited,544008,MAXESTATES,Consumer Discretionary,Realty
532443,Cera Sanitaryware Ltd.,532443,CERA,Consumer Discretionary,Consumer Durables
532790,TANLA PLATFORMS LIMITED,532790,TANLA,Information Technology,Information Technology
500135,EPL LIMITED,500135,EPL,Industrials,Capital Goods
543950,YATHARTH HOSPITAL & TRAUMA CARE SERVICES LIMITED,543950,YATHARTH,Healthcare,Healthcare
530549,Shilpa Medicare Ltd.,530549,SHILPAMED,Healthcare,Healthcare
533286,MOIL Limited,533286,MOIL,Commodities,Metals & Mining
509557,GARWARE TECHNICAL FIBRES LIMITED,509557,GARFIBRES,Consumer Discretionary,Textiles
500338,PRISM JOHNSON LIMITED.,500338,PRSMJOHNSN,Commodities,Construction Materials
543748,Aarti Pharmalabs Limited,543748,AARTIPHARM,Healthcare,Healthcare
544613,Fujiyama Power Systems Limited,544613,UTLSOLAR,Industrials,Capital Goods
543227,Happiest Minds Technologies Limited,543227,HAPPSTMNDS,Information Technology,Information Technology
544367,QUALITY POWER ELECTRICAL EQUIPMENTS LIMITED,544367,QPOWER,Industrials,Capital Goods
505242,Dynamatic Technologies Ltd.,505242,DYNAMATECH,Industrials,Capital Goods
540205,Aditya Vision Limited,540205,AVL,Consumer Discretionary,Consumer Services
543896,Avalon Technologies Limited,543896,AVALON,Industrials,Capital Goods
533033,ISGEC Heavy Engineering Limited,533033,ISGEC,Industrials,Construction
541195,Mishra Dhatu Nigam Limited,541195,MIDHANI,Industrials,Capital Goods
532976,Jai Balaji Industries Limited,532976,JAIBALAJI,Commodities,Metals & Mining
500201,India Glycols Ltd,500201,INDIAGLYCO,Fast Moving Consumer Goods,Fast Moving Consumer Goods
542484,Arvind Fashions Limited,542484,ARVINDFASN,Consumer Discretionary,Consumer Services
527001,Ashapura Minechem Ltd,527001,ASHAPURMIN,Commodities,Metals & Mining
531599,FDC Ltd.,531599,FDC,Healthcare,Healthcare
533160,VALOR ESTATE LIMITED,533160,DBREALTY,Consumer Discretionary,Realty
544356,AJAX Engineering Limited,544356,AJAXENGG,Industrials,Capital Goods
540203,Sheela Foam Limited,540203,SFL,Consumer Discretionary,Consumer Durables
538979,Greenlam Industries Ltd,538979,GREENLAM,Consumer Discretionary,Consumer Durables
532395,AXISCADES TECHNOLOGIES LIMITED,532395,AXISCADES,Industrials,Capital Goods
523323,Kovai Medical Center & Hospital Ltd,523323,KOVAI,Healthcare,Healthcare
544622,Kwality Wall’s (India) Limited,544622,KWIL,Fast Moving Consumer Goods,Fast Moving Consumer Goods
539992,LLOYDS ENGINEERING WORKS LIMITED,539992,LLOYDSENGG,Industrials,Capital Goods
532509,Suprajit Engineering Ltd.,532509,SUPRAJIT,Consumer Discretionary,Automobile and Auto Components
524226,Gujarat Ambuja Exports Ltd.,524226,GAEL,Fast Moving Consumer Goods,Fast Moving Consumer Goods
519126,Hindustan Foods Ltd.,519126,HNDFDS,Fast Moving Consumer Goods,Fast Moving Consumer Goods
526367,GANESH HOUSING LIMITED,526367,GANESHHOU,Consumer Discretionary,Realty
543669,Keystone Realtors Limited,543669,RUSTOMJEE,Consumer Discretionary,Realty
532798,Network 18 Media & Investments Limited,532798,NETWORK18,Consumer Discretionary,"Media, Entertainment & Publication"
532162,JK Paper Ltd.,532162,JKPAPER,Commodities,Forest Materials
522205,Praj Industries Ltd.,522205,PRAJIND,Industrials,Capital Goods
523704,Mastek Limited,523704,MASTEK,Information Technology,Information Technology
531112,BALU FORGE INDUSTRIES LIMITED,531112,BALUFORGE,Industrials,Capital Goods
533088,Mahindra Holidays & Resorts India Limited,533088,MHRIL,Consumer Discretionary,Consumer Services
532811,Ahluwalia Contracts (India) Ltd,532811,AHLUCONT,Industrials,Construction
517385,Symphony Limited,517385,SYMPHONY,Consumer Discretionary,Consumer Durables
544240,Raymond Lifestyle Limited,544240,RAYMONDLSL,Consumer Discretionary,Textiles
539150,PNC Infratech Limited,539150,PNCINFRA,Industrials,Construction
532768,FIEM INDUSTRIES LIMITED,532768,FIEMIND,Consumer Discretionary,Automobile and Auto Components
500413,Thomas Cook (India) Ltd.,500413,THOMASCOOK,Consumer Discretionary,Consumer Services
532772,DCB Bank Limited,532772,DCBBANK,Financial Services,Financial Services
500250,L.g.Balkrishnan & Bros. Ltd.,500250,LGBBROSLTD,Consumer Discretionary,Automobile and Auto Components
524019,Kingfa Science & Technology (India) Ltd,524019,KINGFA,Industrials,Capital Goods
544490,Shreeji Shipping Global Limited,544490,SHREEJISPG,Services,Services
540749,MAS Financial Services Limited,540749,MASFIN,Financial Services,Financial Services
544642,Wakefit Innovations Limited,544642,WAKEFIT,Consumer Discretionary,Consumer Durables
530305,Piccadily Agro Industries ltd.,530305,PICCADIL,Fast Moving Consumer Goods,Fast Moving Consumer Goods
512179,Sunteck Realty Ltd,512179,SUNTECK,Consumer Discretionary,Realty
532835,ICRA Limited,532835,ICRA,Financial Services,Financial Services
505192,SML Mahindra Limited,505192,SMLMAH,Industrials,Capital Goods
543434,Supriya Lifescience Limited,543434,SUPRIYA,Healthcare,Healthcare
532670,Shree Renuka Sugars Ltd.,532670,RENUKA,Fast Moving Consumer Goods,Fast Moving Consumer Goods
544744,Powerica Ltd.,544744,POWERICA,Industrials,Capital Goods
543367,Paras Defence and Space Technologies Limited,543367,PARAS,Industrials,Capital Goods
535648,Just Dial Limited,535648,JUSTDIAL,Consumer Discretionary,Consumer Services
544580,Canara Robeco Asset Management Company Limited,544580,CRAMC,Financial Services,Financial Services
543387,S.J.S. Enterprises Limited,543387,SJS,Consumer Discretionary,Automobile and Auto Components
539725,Gokul Agro Resources Ltd,539725,GOKULAGRO,Fast Moving Consumer Goods,Fast Moving Consumer Goods
521016,Indo Count Industries Ltd,521016,ICIL,Consumer Discretionary,Textiles
505726,IFB Industries Limited,505726,IFBIND,Consumer Discretionary,Consumer Durables
532668,Aurionpro Solutions Ltd.,532668,AURIONPRO,Information Technology,Information Technology
541967,Sky Gold And Diamonds Limited,541967,SKYGOLD,Consumer Discretionary,Consumer Durables
538567,Gulf Oil Lubricants India Limited,538567,GULFOILLUB,Energy,"Oil, Gas & Consumable Fuels"
539807,AvenuesAI Limited,539807,CCAVENUE,Financial Services,Financial Services
500214,Ion Exchange (India) Ltd,500214,IONEXCHANG,Utilities,Utilities
500336,Surya Roshni Ltd.,500336,SURYAROSNI,Industrials,Capital Goods
532891,Puravankara Limited,532891,PURVA,Consumer Discretionary,Realty
539883,Pilani Investment And Industries Corporation Limited,539883,PILANIINVS,Financial Services,Financial Services
532630,Gokaldas Exports Ltd,532630,GOKEX,Consumer Discretionary,Textiles
544027,Fedbank Financial Services Limited,544027,FEDFINA,Financial Services,Financial Services
543441,CMS Info Systems Limited,543441,CMSINFO,Services,Services
544647,Nephrocare Health Services Limited,544647,NEPHROPLUS,Healthcare,Healthcare
517168,Subros Ltd.,517168,SUBROS,Industrials,Capital Goods
544263,KRN HEAT EXCHANGER AND REFRIGERATION LIMITED,544263,KRN,Industrials,Capital Goods
544447,SMARTWORKS COWORKING SPACES LIMITED,544447,SMARTWORKS,Services,Services
543936,Senco Gold Limited,543936,SENCO,Consumer Discretionary,Consumer Durables
534976,V-Mart Retail Limited,534976,VMART,Consumer Discretionary,Consumer Services
535602,Sharda Motor Industries Ltd,535602,SHARDAMOTR,Consumer Discretionary,Automobile and Auto Components
544526,Saatvik Green Energy Limited,544526,SAATVIKGL,Industrials,Capital Goods
500390,Reliance Infrastructure Ltd,500390,RELINFRA,Utilities,Power
532804,Technocraft Industries (India) Ltd.,532804,TIIL,Industrials,Capital Goods
544129,Juniper Hotels Limited,544129,JUNIPER,Consumer Discretionary,Consumer Services
507880,V.I.P. Industries Ltd.,507880,VIPIND,Consumer Discretionary,Consumer Durables
534597,RATTANINDIA ENTERPRISES LIMITED,534597,RTNINDIA,Consumer Discretionary,Consumer Services
544418,Oswal Pumps Limited,544418,OSWALPUMPS,Industrials,Capital Goods
500355,Rallis India Ltd,500355,RALLIS,Commodities,Chemicals
523539,Precision Wires India ltd.,523539,PRECWIRE,Industrials,Capital Goods
543332,Epigral Limited,543332,EPIGRAL,Commodities,Chemicals
507717,Dhanuka Agritech Ltd.,507717,DHANUKA,Commodities,Chemicals
517206,Lumax Industries Ltd.,517206,LUMAXIND,Consumer Discretionary,Automobile and Auto Components
500171,GHCL Ltd.,500171,GHCL,Commodities,Chemicals
532524,PTC India Ltd,532524,PTC,Utilities,Power
543258,Indigo Paints Limited,543258,INDIGOPNTS,Consumer Discretionary,Consumer Durables
520051,Jamna Auto Industries Ltd.,520051,JAMNAAUTO,Consumer Discretionary,Automobile and Auto Components
533122,RattanIndia Power Limited,533122,RTNPOWER,Utilities,Power
544587,Midwest Limited,544587,MIDWESTLTD,Consumer Discretionary,Consumer Durables
543952,NIIT Learning Systems Limited,543952,NIITMTS,Consumer Discretionary,Consumer Services
500031,Bajaj Electricals Ltd.,500031,BAJAJELEC,Consumer Discretionary,Consumer Durables
512329,SG MART LIMITED,512329,SGMART,Commodities,Metals & Mining
505890,Kennametal India Limtied,505890,KENNAMET,Industrials,Capital Goods
544122,Entero Healthcare Solutions Limited,544122,ENTERO,Consumer Discretionary,Consumer Services
543965,TVS Supply Chain Solutions Limited,543965,TVSSCS,Services,Services
531266,V.S.T.Tillers Tractors Ltd.,531266,VSTTILLERS,Industrials,Capital Goods
526570,Midwest Gold Ltd,526570,,Commodities,Construction Materials
505509,Responsive Industries Ltd,505509,RESPONIND,Consumer Discretionary,Consumer Durables
534804,CARE Ratings Limited,534804,CARERATING,Financial Services,Financial Services
500185,Hindustan Construction Co. Ltd.,500185,HCC,Industrials,Construction
544223,Ceigall India Limited,544223,CEIGALL,Industrials,Construction
542760,STERLING AND WILSON RENEWABLE ENERGY LIMITED,542760,SWSOLAR,Industrials,Construction
533326,Texmaco Rail & Engineering Limited,533326,TEXRAIL,Industrials,Capital Goods
544614,Capillary Technologies India Limited,544614,CAPILLARY,Information Technology,Information Technology
538730,PDS LIMITED,538730,PDSL,Consumer Discretionary,Textiles
532899,Kaveri Seed Company Ltd,532899,KSCL,Fast Moving Consumer Goods,Fast Moving Consumer Goods
539118,VRL Logistics Limited,539118,VRLLOG,Services,Services
500128,Electrosteel Castings Ltd.,500128,ELECTCAST,Industrials,Capital Goods
531500,Rajesh Exports Ltd.,531500,RAJESHEXPO,Consumer Discretionary,Consumer Durables
532189,India Tourism Development Corporati,532189,ITDC,Consumer Discretionary,Consumer Services
544322,Unimech Aerospace and Manufacturing Limited,544322,UNIMECH,Industrials,Capital Goods
538562,Skipper Limited,538562,SKIPPER,Industrials,Capital Goods
533169,MAN INFRACONSTRUCTION LIMITED,533169,MANINFRA,Consumer Discretionary,Realty
531201,Shilchar Technologies Ltd.,531201,SHILCTECH,Industrials,Capital Goods
500307,Nirlon Limited,500307,NIRLON,Services,Services
505255,GMM Pfaudler Ltd.,505255,GMMPFAUDLR,Industrials,Capital Goods
532528,Datamatics Global Services Limited,532528,DATAMATICS,Information Technology,Information Technology
540673,SIS LIMITED,540673,SIS,Consumer Discretionary,Consumer Services
500041,Bannari Amman Sugars Ltd.,500041,BANARISUG,Fast Moving Consumer Goods,Fast Moving Consumer Goods
544209,Bansal Wire Industries Limited,544209,BANSALWIRE,Industrials,Capital Goods
500404,Sunflag Iron & Steel Co. Ltd.,500404,SUNFLAG,Industrials,Capital Goods
500407,Swaraj Engines Ltd.,500407,SWARAJENG,Industrials,Capital Goods
541019,H.G. Infra Engineering Limited,541019,HGINFRA,Industrials,Construction
500339,Rain Industries Limited,500339,RAIN,Commodities,Chemicals
544533,Seshaasai Technologies Limited,544533,STYL,Financial Services,Financial Services
526433,ASM Technologies Ltd.,526433,,Information Technology,Information Technology
533229,BAJAJ CONSUMER CARE LIMITED,533229,BAJAJCON,Fast Moving Consumer Goods,Fast Moving Consumer Goods
544439,CRIZAC LIMITED,544439,CRIZAC,Consumer Discretionary,Consumer Services
532872,Sun Pharma Advanced Research Company Ltd.,532872,SPARC,Healthcare,Healthcare
543249,TARC LIMITED,543249,TARC,Consumer Discretionary,Realty
543336,Chemplast Sanmar Limited,543336,CHEMPLASTS,Commodities,Chemicals
544118,JANA SMALL FINANCE BANK LIMITED,544118,JSFB,Financial Services,Financial Services
533271,Ashoka Buildcon Limited,533271,ASHOKA,Industrials,Construction
533151,D.B.Corp Limited,533151,DBCORP,Consumer Discretionary,"Media, Entertainment & Publication"
543277,Laxmi Organic Industries Limited,543277,LXCHEM,Commodities,Chemicals
500187,AGI GREENPAC LIMITED,500187,AGI,Industrials,Capital Goods
506854,TANFAC Industries Ltd.,506854,,Commodities,Chemicals
544421,ELLENBARRIE INDUSTRIAL GASES LIMITED,544421,ELLEN,Commodities,Chemicals
532940,J. Kumar Infraprojects Limited,532940,JKIL,Industrials,Construction
532735,R Systems International Limited,532735,RSYSTEMS,Information Technology,Information Technology
508486,Hawkins Cooker Ltd.,508486,HAWKINCOOK,Consumer Discretionary,Consumer Durables
534758,Cigniti Technologies Ltd,534758,CIGNITITEC,Information Technology,Information Technology
543533,eMudhra Limited,543533,EMUDHRA,Information Technology,Information Technology
509966,VST Industries Ltd.,509966,VSTIND,Fast Moving Consumer Goods,Fast Moving Consumer Goods
544260,Northern Arc Capital Ltd.,544260,NORTHARC,Financial Services,Financial Services
543626,Electronics Mart India Limited,543626,EMIL,Consumer Discretionary,Consumer Services
532638,Shoppers Stop Ltd,532638,SHOPERSTOP,Consumer Discretionary,Consumer Services
544067,INNOVA CAPTAB LIMITED,544067,INNOVACAP,Healthcare,Healthcare
532942,KNR Constructions Limited,532942,KNRCON,Industrials,Construction
532150,Indraprastha Medical Corporation Lt,532150,INDRAMEDCO,Healthcare,Healthcare
542460,The Anup Engineering Ltd,542460,ANUP,Industrials,Capital Goods
526729,Goldiam International Ltd.,526729,GOLDIAM,Consumer Discretionary,Consumer Durables
543985,ZAGGLE PREPAID OCEAN SERVICES LIMITED,543985,ZAGGLE,Information Technology,Information Technology
501455,Greaves Cotton Ltd.,501455,GREAVESCOT,Industrials,Capital Goods
523630,National Fertilizers Ltd.,523630,NFL,Commodities,Chemicals
544550,Pace Digitek Limited,544550,PACEDIGITK,Telecommunication,Telecommunication
530135,Optiemus Infracom Limited,530135,OPTIEMUS,Telecommunication,Telecommunication
532406,Avantel Limited,532406,AVANTEL,Industrials,Capital Goods
501421,TechNVision Ventures Limited,501421,TECHNVISN,Information Technology,Information Technology
520057,JTEKT India Limited,520057,JTEKTINDIA,Consumer Discretionary,Automobile and Auto Components
543273,Knowledge Marine & Engineering Works Limited,543273,KMEW,Services,Services
505872,WPIL Ltd,505872,WPIL,Industrials,Capital Goods
544454,INDIQUBE SPACES LIMITED,544454,INDIQUBE,Services,Services
523398,BOSCH HOME COMFORT INDIA LIMITED,523398,BOSCH-HCIL,Consumer Discretionary,Consumer Durables
530001,Gujarat Alkalis & Chemicals Ltd.,530001,GUJALKALI,Commodities,Chemicals
506879,Gujarat Themis Biosyn Ltd.,506879,GUJTHEM,Healthcare,Healthcare
533676,Indo Thai Securities Limited,533676,INDOTHAI,Financial Services,Financial Services
532626,Pondy Oxides & Chemicals Limited,532626,POCL,Commodities,Metals & Mining
532156,Vaibhav Global Ltd,532156,VAIBHAVGBL,Consumer Discretionary,Consumer Durables
530239,Suven Life Sciences Ltd.,530239,SUVEN,Healthcare,Healthcare
544455,GNG Electronics Limited,544455,EBGNG,Information Technology,Information Technology
541301,Orient Electric Limited,541301,ORIENTELEC,Consumer Discretionary,Consumer Durables
543242,Hemisphere Properties India Limited,543242,HEMIPROP,Services,Services
543971,Bondada Engineering Limited,543971,,Telecommunication,Telecommunication
500292,HeidelbergCement  India Limited,500292,HEIDELBERG,Commodities,Construction Materials
532407,MOSCHIP TECHNOLOGIES LIMITED,532407,MOSCHIP,Information Technology,Information Technology
544140,Gopal Snacks Limited,544140,GOPAL,Fast Moving Consumer Goods,Fast Moving Consumer Goods
542919,Artemis Medicare Services Limited,542919,ARTEMISMED,Healthcare,Healthcare
543984,Samhi Hotels Limited,543984,SAMHI,Consumer Discretionary,Consumer Services
543228,Route Mobile Limited,543228,ROUTE,Telecommunication,Telecommunication
539837,RAGHAV PRODUCTIVITY ENHANCERS LIMITED,539837,RPEL,Industrials,Capital Goods
530655,Goodluck India Limited,530655,GOODLUCK,Industrials,Capital Goods
542866,COLAB PLATFORMS LIMITED,542866,,Financial Services,Financial Services
543248,Restaurant Brands Asia Limited,543248,RBA,Consumer Discretionary,Consumer Services
544319,SENORES PHARMACEUTICALS LIMITED,544319,SENORES,Healthcare,Healthcare
530999,Balaji Amines Ltd.,530999,BALAMINES,Commodities,Chemicals
517544,Centum Electronics Ltd,517544,CENTUM,Industrials,Capital Goods
526951,Stylam Industries Limited,526951,STYLAMIND,Consumer Discretionary,Consumer Durables
